2023-9-12 14:33:45-log: Cannot access game frame or container.
2023-9-12 14:33:45-debug: asset-db:require-engine-code (1821ms)
2023-9-12 14:33:46-log: Cocos Creator v3.8.0
2023-9-12 14:33:46-debug: [Assets Memory track]: asset-db:worker-init: initEngine start:18.63MB, end 87.83MB, increase: 69.20MB
2023-9-12 14:33:46-debug: [Assets Memory track]: asset-db-plugin-register: programming start:88.53MB, end 93.80MB, increase: 5.27MB
2023-9-12 14:33:46-debug: [Assets Memory track]: asset-db:worker-init: initPlugin start:87.84MB, end 91.08MB, increase: 3.24MB
2023-9-12 14:33:46-debug: asset-db:worker-init: initPlugin (384ms)
2023-9-12 14:33:46-debug: [Assets Memory track]: asset-db:worker-init start:18.63MB, end 91.13MB, increase: 72.50MB
2023-9-12 14:33:46-debug: Run asset db hook programming:beforePreStart ...
2023-9-12 14:33:47-debug: %cImport%c: /Applications/Cocos/Creator/3.8.0/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-empty" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/3d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/animation" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/skeletal-animation" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/2d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/sorting" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/particle-2d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-framework" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/physics-2d-framework" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/intersection-2d" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/ui" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/profiler" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/geometry-renderer" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/audio" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/video" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/xr" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/light-probe" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/terrain" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/webview" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tween" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/tiled-map" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/spine" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/dragon-bones" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/custom-pipeline" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-9-12 14:45:46-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-9-12 14:45:46-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/primitive" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/base" loaded.
2023-9-12 14:45:46-debug: [[Executor]] Module "cce:/internal/x/cc-fu/gfx-webgl2" loaded.
2023-9-12 14:45:47-debug: /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js resolved to /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js is not in module cache!
2023-9-12 14:45:47-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:45:47-debug: /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js resolved to /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js is not in module cache!
2023-9-12 14:45:47-debug: [[Executor]] Register DebugViewRuntimeControl
2023-9-12 14:45:47-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-9-12 14:45:47-debug: /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/f9/f9c2b01a845077c2ecee3d04288f2071faf51ab1.js resolved to /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/f9/f9c2b01a845077c2ecee3d04288f2071faf51ab1.js is not in module cache!
2023-9-12 14:45:47-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:45:47-debug: // ---- build task 查询 Asset Bundle ----
2023-9-12 14:45:47-debug: 查询 Asset Bundle start0%
2023-9-12 14:45:47-debug: [[Executor]] Register NodePosition
2023-9-12 14:45:47-debug: [[Executor]] Module "pack:///chunks/f9/f9c2b01a845077c2ecee3d04288f2071faf51ab1.js" loaded.
2023-9-12 14:45:47-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-9-12 14:45:47-debug: // ---- build task 查询 Asset Bundle ---- (11ms)
2023-9-12 14:45:47-debug: 查询 Asset Bundle start5%
2023-9-12 14:45:47-debug: [Build Memory track]: 查询 Asset Bundle start:241.49MB, end 241.62MB, increase: 140.93KB
2023-9-12 14:45:47-debug: // ---- build task 查询 Asset Bundle ----
2023-9-12 14:45:47-debug: run build task 查询 Asset Bundle success in 11 ms √5%
2023-9-12 14:45:47-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-9-12 14:45:47-debug: 整理部分构建选项内数据到 settings.json start10%
2023-9-12 14:45:47-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-9-12 14:45:47-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-9-12 14:45:47-debug: [Build Memory track]: 查询 Asset Bundle start:241.63MB, end 241.64MB, increase: 12.67KB
2023-9-12 14:45:47-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2023-9-12 14:45:47-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-9-12 14:45:47-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:241.65MB, end 241.67MB, increase: 13.74KB
2023-9-12 14:45:47-debug: 填充脚本数据到 settings.json start12%
2023-9-12 14:45:47-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms √12%
2023-9-12 14:45:47-debug: // ---- build task 填充脚本数据到 settings.json ---- (1ms)
2023-9-12 14:45:47-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-9-12 14:45:47-debug: [Build Memory track]: 填充脚本数据到 settings.json start:241.68MB, end 241.69MB, increase: 13.22KB
2023-9-12 14:45:47-debug: 整理部分构建选项内数据到 settings.json start13%
2023-9-12 14:45:47-debug: run build task 填充脚本数据到 settings.json success in 1 ms √13%
2023-9-12 14:45:47-debug: run build task 整理部分构建选项内数据到 settings.json success in 6 ms √15%
2023-9-12 14:45:47-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (6ms)
2023-9-12 14:45:47-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:241.70MB, end 241.76MB, increase: 62.97KB
2023-9-12 14:46:09-debug: Query all assets info in project
2023-9-12 14:46:09-debug: init custom config: keepNodeUuid: false, useCache: true
2023-9-12 14:46:09-debug:   Number of all scripts: 2
2023-9-12 14:46:09-debug:   Number of other assets: 319
2023-9-12 14:46:09-debug:   Number of all scenes: 0
2023-9-12 14:46:09-debug: reload all scripts.
2023-9-12 14:46:09-debug: Incremental keys: 
2023-9-12 14:46:09-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-9-12 14:46:09-debug: Unregister NodePosition
2023-9-12 14:46:09-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-9-12 14:46:09-debug: Invalidating 'pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js'
2023-9-12 14:46:09-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-9-12 14:46:09-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-9-12 14:46:09-debug: [[Executor]] Register DebugViewRuntimeControl
2023-9-12 14:46:09-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-9-12 14:46:09-debug: [[Executor]] Register NodePosition
2023-9-12 14:46:09-debug: [[Executor]] Module "pack:///chunks/f9/f9c2b01a845077c2ecee3d04288f2071faf51ab1.js" loaded.
2023-9-12 14:46:09-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:46:09-debug: 查询 Asset Bundle start0%
2023-9-12 14:46:09-debug: // ---- build task 查询 Asset Bundle ----
2023-9-12 14:46:09-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:46:09-debug: Invalidating 'pack:///chunks/f9/f9c2b01a845077c2ecee3d04288f2071faf51ab1.js'
2023-9-12 14:46:09-debug: Unregister DebugViewRuntimeControl
2023-9-12 14:46:09-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-9-12 14:46:09-debug: // ---- build task 查询 Asset Bundle ---- (10ms)
2023-9-12 14:46:09-debug: run build task 查询 Asset Bundle success in 10 ms √5%
2023-9-12 14:46:09-debug: [Build Memory track]: 查询 Asset Bundle start:241.78MB, end 241.98MB, increase: 201.43KB
2023-9-12 14:46:09-debug: 查询 Asset Bundle start5%
2023-9-12 14:46:09-debug: // ---- build task 查询 Asset Bundle ----
2023-9-12 14:46:09-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-9-12 14:46:09-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-9-12 14:46:09-debug: 整理部分构建选项内数据到 settings.json start10%
2023-9-12 14:46:09-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-9-12 14:46:09-debug: [Build Memory track]: 查询 Asset Bundle start:241.99MB, end 242.00MB, increase: 12.62KB
2023-9-12 14:46:09-debug: run build task 整理部分构建选项内数据到 settings.json success in 0 ms √12%
2023-9-12 14:46:09-debug: 填充脚本数据到 settings.json start12%
2023-9-12 14:46:09-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:242.01MB, end 242.02MB, increase: 11.21KB
2023-9-12 14:46:09-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-9-12 14:46:09-debug: // ---- build task 填充脚本数据到 settings.json ---- (2ms)
2023-9-12 14:46:09-debug: run build task 填充脚本数据到 settings.json success in 2 ms √13%
2023-9-12 14:46:09-debug: [Build Memory track]: 填充脚本数据到 settings.json start:242.03MB, end 242.04MB, increase: 12.82KB
2023-9-12 14:46:09-debug: 整理部分构建选项内数据到 settings.json start13%
2023-9-12 14:46:09-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-9-12 14:46:09-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (4ms)
2023-9-12 14:46:09-debug: run build task 整理部分构建选项内数据到 settings.json success in 4 ms √15%
2023-9-12 14:46:09-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:242.05MB, end 242.11MB, increase: 57.37KB
2023-9-12 14:46:15-debug: refresh db internal success
2023-9-12 14:46:15-debug: refresh db assets success
2023-9-12 14:46:15-debug: Run asset db hook engine-extends:afterRefresh ...
2023-9-12 14:46:15-debug: Run asset db hook engine-extends:afterRefresh success!
2023-9-12 14:46:15-debug: asset-db:refresh-all-database (62ms)
2023-9-12 14:46:15-debug: asset-db:worker-effect-data-processing (1ms)
2023-9-12 14:46:15-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-9-12 14:46:37-debug: refresh db internal success
2023-9-12 14:46:37-debug: %cImport%c: /Users/zhangxinxin/NewProject_1/assets/NodePosition.tsbackground: #aaff85; color: #000;color: #000;
2023-9-12 14:46:37-debug: refresh db assets success
2023-9-12 14:46:37-debug: Run asset db hook engine-extends:afterRefresh ...
2023-9-12 14:46:37-debug: Run asset db hook engine-extends:afterRefresh success!
2023-9-12 14:46:37-debug: asset-db:refresh-all-database (67ms)
2023-9-12 14:46:37-debug: asset-db:worker-effect-data-processing (1ms)
2023-9-12 14:46:37-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-9-12 14:46:38-debug: Query all assets info in project
2023-9-12 14:46:38-debug: init custom config: keepNodeUuid: false, useCache: true
2023-9-12 14:46:38-debug:   Number of all scenes: 0
2023-9-12 14:46:38-debug:   Number of all scripts: 2
2023-9-12 14:46:38-debug:   Number of other assets: 319
2023-9-12 14:46:38-debug: reload all scripts.
2023-9-12 14:46:38-debug: Incremental keys: 
2023-9-12 14:46:38-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-9-12 14:46:38-debug: Unregister DebugViewRuntimeControl
2023-9-12 14:46:38-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-9-12 14:46:38-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-9-12 14:46:38-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-9-12 14:46:38-debug: Invalidating 'pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js'
2023-9-12 14:46:38-debug: Unregister NodePosition
2023-9-12 14:46:38-debug: Invalidating 'pack:///chunks/f9/f9c2b01a845077c2ecee3d04288f2071faf51ab1.js'
2023-9-12 14:46:38-debug: /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js resolved to /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js is not in module cache!
2023-9-12 14:46:38-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:46:38-debug: [[Executor]] Register DebugViewRuntimeControl
2023-9-12 14:46:38-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-9-12 14:46:38-debug: /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/00/00d9d0ee8e0646132d3097580e5975967b2d43d1.js resolved to /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/00/00d9d0ee8e0646132d3097580e5975967b2d43d1.js is not in module cache!
2023-9-12 14:46:38-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:46:38-debug: // ---- build task 查询 Asset Bundle ----
2023-9-12 14:46:38-debug: [[Executor]] Register NodePosition
2023-9-12 14:46:38-debug: [[Executor]] Module "pack:///chunks/00/00d9d0ee8e0646132d3097580e5975967b2d43d1.js" loaded.
2023-9-12 14:46:38-debug: 查询 Asset Bundle start0%
2023-9-12 14:46:38-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
2023-9-12 14:46:38-debug: // ---- build task 查询 Asset Bundle ---- (11ms)
2023-9-12 14:46:38-debug: // ---- build task 查询 Asset Bundle ----
2023-9-12 14:46:38-debug: [Build Memory track]: 查询 Asset Bundle start:244.90MB, end 245.02MB, increase: 129.24KB
2023-9-12 14:46:38-debug: 查询 Asset Bundle start5%
2023-9-12 14:46:38-debug: run build task 查询 Asset Bundle success in 11 ms √5%
2023-9-12 14:46:38-debug: // ---- build task 查询 Asset Bundle ---- (1ms)
2023-9-12 14:46:38-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-9-12 14:46:38-debug: [Build Memory track]: 查询 Asset Bundle start:245.03MB, end 245.04MB, increase: 12.76KB
2023-9-12 14:46:38-debug: 整理部分构建选项内数据到 settings.json start10%
2023-9-12 14:46:38-debug: run build task 查询 Asset Bundle success in 1 ms √10%
2023-9-12 14:46:38-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (1ms)
2023-9-12 14:46:38-debug: // ---- build task 填充脚本数据到 settings.json ----
2023-9-12 14:46:38-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:245.06MB, end 245.08MB, increase: 17.39KB
2023-9-12 14:46:38-debug: 填充脚本数据到 settings.json start12%
2023-9-12 14:46:38-debug: run build task 整理部分构建选项内数据到 settings.json success in 1 ms √12%
2023-9-12 14:46:38-debug: run build task 填充脚本数据到 settings.json success in 0 ms √13%
2023-9-12 14:46:38-debug: // ---- build task 整理部分构建选项内数据到 settings.json ----
2023-9-12 14:46:38-debug: 整理部分构建选项内数据到 settings.json start13%
2023-9-12 14:46:38-debug: [Build Memory track]: 填充脚本数据到 settings.json start:245.09MB, end 245.10MB, increase: 10.49KB
2023-9-12 14:46:38-debug: // ---- build task 整理部分构建选项内数据到 settings.json ---- (3ms)
2023-9-12 14:46:38-debug: run build task 整理部分构建选项内数据到 settings.json success in 3 ms √15%
2023-9-12 14:46:38-debug: [Build Memory track]: 整理部分构建选项内数据到 settings.json start:245.11MB, end 245.16MB, increase: 57.18KB
2023-9-12 14:46:43-debug: refresh db internal success
2023-9-12 14:46:43-debug: refresh db assets success
2023-9-12 14:46:43-debug: Run asset db hook engine-extends:afterRefresh ...
2023-9-12 14:46:43-debug: Run asset db hook engine-extends:afterRefresh success!
2023-9-12 14:46:43-debug: asset-db:refresh-all-database (54ms)
2023-9-12 14:46:43-debug: asset-db:worker-effect-data-processing (1ms)
2023-9-12 14:46:43-debug: asset-db-hook-engine-extends-afterRefresh (2ms)
2023-9-12 14:47:04-debug: refresh db internal success
2023-9-12 14:47:04-debug: %cImport%c: /Users/zhangxinxin/NewProject_1/assets/NodePosition.tsbackground: #aaff85; color: #000;color: #000;
2023-9-12 14:47:04-debug: refresh db assets success
2023-9-12 14:47:04-debug: Run asset db hook engine-extends:afterRefresh ...
2023-9-12 14:47:04-debug: Run asset db hook engine-extends:afterRefresh success!
2023-9-12 14:47:04-debug: asset-db:refresh-all-database (48ms)
2023-9-12 14:47:04-debug: asset-db:worker-effect-data-processing (1ms)
2023-9-12 14:47:04-debug: asset-db-hook-engine-extends-afterRefresh (1ms)
2023-9-12 14:47:05-debug: Query all assets info in project
2023-9-12 14:47:05-debug: init custom config: keepNodeUuid: false, useCache: true
2023-9-12 14:47:05-debug:   Number of all scenes: 0
2023-9-12 14:47:05-debug:   Number of other assets: 319
2023-9-12 14:47:05-debug:   Number of all scripts: 2
2023-9-12 14:47:05-debug: reload all scripts.
2023-9-12 14:47:05-debug: Incremental keys: 
2023-9-12 14:47:05-debug: Set detail map pack:///resolution-detail-map.json: {}
2023-9-12 14:47:05-debug: Invalidating 'pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js'
2023-9-12 14:47:05-debug: Invalidating 'pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js'
2023-9-12 14:47:05-debug: Invalidating 'pack:///chunks/00/00d9d0ee8e0646132d3097580e5975967b2d43d1.js'
2023-9-12 14:47:05-debug: [[Executor]] Module "pack:///chunks/ce/cee638a986ad8fae09398db255647defcaa6612a.js" loaded.
2023-9-12 14:47:05-debug: Unregister DebugViewRuntimeControl
2023-9-12 14:47:05-debug: Unregister NodePosition
2023-9-12 14:47:05-debug: Invalidating 'pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js'
2023-9-12 14:47:05-debug: /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js resolved to /Users/zhangxinxin/NewProject_1/temp/programming/packer-driver/targets/editor/chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js is not in module cache!
2023-9-12 14:47:05-debug: [[Executor]] Module "pack:///chunks/63/6324fd7f2a6a90bef45040fcb7ce34af0ba6a7d3.js" loaded.
2023-9-12 14:47:05-debug: [[Executor]] Module "pack:///chunks/d5/d5608b38b037f8fab3d80ad8b6997514f74129c4.js" loaded.
2023-9-12 14:47:05-debug: [[Executor]] Register DebugViewRuntimeControl
